Title,Release Year,Release Month,Release Date,Release Season,Worldwide Gross,Oscar_Win,GG_Win,BAFTA_Win,Total_Awards_Won
Passeggeri notturni,2019,5,2019-05-04,Spring,,0,0,0,0
The Race,2019,8,2019-08-19,Summer Blockbuster,,0,0,0,0
Venezia,2019,11,2019-11-10,Holiday Season,,0,0,0,0
The Cordillera of Dreams,2019,10,2019-10-10,Awards Season,,0,0,0,0
Savage,2019,4,2019-04-30,Spring,,0,0,0,0
Android Kunjappan Version 5.25,2019,11,2019-11-08,Holiday Season,,0,0,0,0
Athiran,2019,4,2019-04-12,Spring,,0,0,0,0
The Incredible Shrinking Wknd,2019,5,2019-05-10,Spring,,0,0,0,0
Bonnie and Bonnie,2019,10,2019-10-24,Awards Season,,0,0,0,0
Women on the Run,2019,1,2019-01-31,Awards Season,,0,0,0,0
Sturgill Simpson Presents Sound & Fury,2019,9,2019-09-27,Awards Season,,0,0,0,0
Dirty John: The Dirty Truth,2019,1,2019-01-14,Awards Season,,0,0,0,0
Avane Srimannarayana,2019,12,2019-12-27,Holiday Season,,0,0,0,0
Bethany Hamilton: Unstoppable,2019,7,2019-07-12,Summer Blockbuster,,0,0,0,0
Once Upon a Time in Deadwood,2019,10,2019-10-01,Awards Season,,0,0,0,0
Oru Adaar Love,2019,2,2019-02-14,Awards Season,,0,0,0,0
June,2019,2,2019-02-15,Awards Season,,0,0,0,0
The Good Girls,2019,3,2019-03-22,Spring,,0,0,0,0
Real Love,2019,3,2019-03-27,Spring,,0,0,0,0
Something,2019,3,2019-03-01,Spring,,0,0,0,0
Psychosia,2019,12,2019-12-19,Holiday Season,,0,0,0,0
"She Said, He Said",2019,10,2019-10-10,Awards Season,,0,0,0,0
Brugklas - de tijd van m'n leven,2019,2,2019-02-07,Awards Season,,0,0,0,0
Back to School,2019,8,2019-08-30,Summer Blockbuster,,0,0,0,0
Sono solo fantasmi,2019,11,2019-11-14,Holiday Season,,0,0,0,0
David Bowie: Finding Fame,2019,2,2019-02-09,Awards Season,,0,0,0,0
Way Back Home,2019,10,2019-10-05,Awards Season,,0,0,0,0
Summer Detective,2019,11,2019-11-29,Holiday Season,,0,0,0,0
Pledge,2019,1,2019-01-11,Awards Season,,0,0,0,0
Tomorrow We Are Free,2019,11,2019-11-14,Holiday Season,,0,0,0,0
Alfons Zitterbacke,2019,4,2019-04-11,Spring,,0,0,0,0
My Soul to Keep,2019,10,2019-10-04,Awards Season,,0,0,0,0
Clickbait,2019,3,2019-03-15,Spring,,0,0,0,0
House Arrest,2019,11,2019-11-15,Holiday Season,,0,0,0,0
Dead Dicks,2019,7,2019-07-25,Summer Blockbuster,,0,0,0,0
Litus,2019,9,2019-09-06,Awards Season,,0,0,0,0
A Translator,2019,4,2019-04-04,Spring,,0,0,0,0
It's a Mad World,2019,11,2019-11-28,Holiday Season,,0,0,0,0
Skywatch,2019,10,2019-10-25,Awards Season,,0,0,0,0
Las sirvientas calientes,2019,1,2019-01-01,Awards Season,,0,0,0,0
Love Action Drama,2019,9,2019-09-06,Awards Season,,0,0,0,0
Mr. Local,2019,5,2019-05-17,Spring,,0,0,0,0
Happy New Year,2019,12,2019-12-05,Holiday Season,,0,0,0,0
Deon Cole: Cole Hearted,2019,10,2019-10-08,Awards Season,,0,0,0,0
Raoul Taburin,2019,4,2019-04-10,Spring,,0,0,0,0
"Ken Jeong: You Complete Me, Ho",2019,2,2019-02-14,Awards Season,,0,0,0,0
ReMastered: Massacre at the Stadium,2019,1,2019-01-11,Awards Season,,0,0,0,0
A Russian Youth,2019,2,2019-02-10,Awards Season,,0,0,0,0
The Invisibles,2019,1,2019-01-09,Awards Season,,0,0,0,0
A Rainy Day in New York,2019,7,2019-07-26,Summer Blockbuster,23805899.0,0,0,0,0
Mamangam,2019,12,2019-12-12,Holiday Season,,0,0,0,0
All the Gods in the Sky,2019,5,2019-05-15,Spring,,0,0,0,0
Anna,2019,7,2019-07-05,Summer Blockbuster,31626978.0,0,0,0,0
Odessa Steamboat,2019,12,2019-12-24,Holiday Season,,0,0,0,0
Oh Les Filles!,2019,7,2019-07-03,Summer Blockbuster,,0,0,0,0
The Odds,2019,2,2019-02-08,Awards Season,,0,0,0,0
Maiden,2019,3,2019-03-08,Spring,,0,0,0,0
Christmas in Vienna,2019,12,2019-12-14,Holiday Season,,0,0,0,0
Label Me,2019,1,2019-01-15,Awards Season,,0,0,0,0
India's Most Wanted,2019,5,2019-05-17,Spring,,0,0,0,0
9,2019,2,2019-02-07,Awards Season,,0,0,0,0
How I Became Russian,2019,1,2019-01-25,Awards Season,,0,0,0,0
Father & Sons,2019,2,2019-02-13,Awards Season,,0,0,0,0
Chiara Ferragni: Unposted,2019,9,2019-09-17,Awards Season,,0,0,0,0
Kodathi Samaksham Balan Vakeel,2019,2,2019-02-21,Awards Season,,0,0,0,0
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,2019,3,2019-03-12,Spring,,0,0,0,0
Ghost Writer,2019,6,2019-06-04,Summer Blockbuster,,0,0,0,0
I'm Not a Killer,2019,4,2019-04-30,Spring,,0,0,0,0
The Final Scream,2019,9,2019-09-10,Awards Season,,0,0,0,0
Sumikko Gurashi: The Pop-up Book and the Secret Child,2019,11,2019-11-08,Holiday Season,,0,0,0,0
Athlete,2019,8,2019-08-03,Summer Blockbuster,,0,0,0,0
Too Late to Die Young,2019,3,2019-03-19,Spring,,0,0,0,0
Mister T.,2019,12,2019-12-25,Holiday Season,,0,0,0,0
The Directive,2019,3,2019-03-15,Spring,,0,0,0,0
Naughty Grandma 2,2019,1,2019-01-24,Awards Season,,0,0,0,0
Angelo,2019,3,2019-03-24,Spring,,0,0,0,0
Jiivi,2019,6,2019-06-28,Summer Blockbuster,,0,0,0,0
Brother's Day,2019,9,2019-09-06,Awards Season,,0,0,0,0
"Gon, the Little Fox",2019,10,2019-10-04,Awards Season,,0,0,0,0
Murder In Rochefort,2019,2,2019-02-03,Awards Season,,0,0,0,0
Christmas Wedding Runaway,2019,12,2019-12-22,Holiday Season,,0,0,0,0
The Cannibal Club,2019,10,2019-10-03,Awards Season,,0,0,0,0
Volare,2019,10,2019-10-24,Awards Season,,0,0,0,0
Kavaludaari,2019,4,2019-04-12,Spring,,0,0,0,0
Albatroz,2019,3,2019-03-07,Spring,,0,0,0,0
Klassentreffen,2019,3,2019-03-06,Spring,,0,0,0,0
Carcereiros: O Filme,2019,11,2019-11-28,Holiday Season,,0,0,0,0
Island of the Hungry Ghosts,2019,1,2019-01-11,Awards Season,,0,0,0,0
Goodbye Mother,2019,8,2019-08-16,Summer Blockbuster,,0,0,0,0
Bacurau no Mapa,2019,12,2019-12-19,Holiday Season,,0,0,0,0
Mathu Vadalara,2019,12,2019-12-25,Holiday Season,,0,0,0,0
Super Bear,2019,2,2019-02-01,Awards Season,,0,0,0,0
Murder in Provins,2019,8,2019-08-27,Summer Blockbuster,,0,0,0,0
Olla,2019,5,2019-05-19,Spring,,0,0,0,0
Kee,2019,5,2019-05-10,Spring,,0,0,0,0
In Search of Darkness,2019,5,2019-05-01,Spring,,0,0,0,0
Borderless,2019,5,2019-05-24,Spring,,0,0,0,0
Twelve,2019,3,2019-03-21,Spring,,0,0,0,0
The Breitner Commando,2019,12,2019-12-17,Holiday Season,,0,0,0,0
Stay Out Stay Alive,2019,11,2019-11-26,Holiday Season,,0,0,0,0
Bitter Years,2019,10,2019-10-06,Awards Season,,0,0,0,0
Cleo,2019,7,2019-07-25,Summer Blockbuster,,0,0,0,0
Of Love and Lies,2019,2,2019-02-03,Awards Season,,0,0,0,0
Marooned,2019,6,2019-06-22,Summer Blockbuster,,0,0,0,0
Puddles,2019,8,2019-08-12,Summer Blockbuster,,0,0,0,0
Sai de Baixo: O Filme,2019,2,2019-02-21,Awards Season,,0,0,0,0
Fingerpori,2019,10,2019-10-16,Awards Season,,0,0,0,0
Stalked,2019,8,2019-08-25,Summer Blockbuster,,0,0,0,0
A Movie Love,2019,11,2019-11-07,Holiday Season,,0,0,0,0
Sons of Rizk 2,2019,8,2019-08-08,Summer Blockbuster,,0,0,0,0
Irupathiyonnaam Noottaandu,2019,1,2019-01-25,Awards Season,,0,0,0,0
Fixies VS Crabots,2019,12,2019-12-21,Holiday Season,,0,0,0,0
Crazy Wedding 2,2019,12,2019-12-25,Holiday Season,,0,0,0,0
Before the Burn,2019,6,2019-06-07,Summer Blockbuster,,0,0,0,0
Midway to Love,2019,8,2019-08-11,Summer Blockbuster,,0,0,0,0
Operation Cicero,2019,1,2019-01-18,Awards Season,,0,0,0,0
Illuminated: The True Story of the Illuminati,2019,7,2019-07-30,Summer Blockbuster,,0,0,0,0
Roxane,2019,6,2019-06-12,Summer Blockbuster,,0,0,0,0
122,2019,1,2019-01-02,Awards Season,,0,0,0,0
Ein Dorf wehrt sich,2019,10,2019-10-01,Awards Season,,0,0,0,0
A Love Song for Latasha,2019,4,2019-04-28,Spring,,0,0,0,0
You Can’t Watch This,2019,5,2019-05-15,Spring,,0,0,0,0
Passed by Censor,2019,9,2019-09-20,Awards Season,,0,0,0,0
All in My Family,2019,5,2019-05-03,Spring,,0,0,0,0
Uncle,2019,11,2019-11-14,Holiday Season,,0,0,0,0
Birders,2019,9,2019-09-25,Awards Season,,0,0,0,0
Psychobitch,2019,1,2019-01-11,Awards Season,,0,0,0,0
Daffodils,2019,3,2019-03-21,Spring,,0,0,0,0
Vongozero: The Outbreak,2019,4,2019-04-21,Spring,,0,0,0,0
Heavy Load,2019,3,2019-03-07,Spring,,0,0,0,0
Tuttapposto,2019,10,2019-10-03,Awards Season,,0,0,0,0
Franco Escamilla: bienvenido al mundo,2019,4,2019-04-17,Spring,,0,0,0,0
63 Up,2019,6,2019-06-04,Summer Blockbuster,,0,0,0,0
Nevrland,2019,9,2019-09-23,Awards Season,,0,0,0,0
You Only Live Once: Die Toten Hosen on Tour,2019,3,2019-03-28,Spring,,0,0,0,0
Planet Single 3,2019,2,2019-02-08,Awards Season,,0,0,0,0
Paradise War: The Story of Bruno Manser,2019,11,2019-11-07,Holiday Season,,0,0,0,0
"Claude Chabrol, the Maverick",2019,1,2019-01-25,Awards Season,,0,0,0,0
Under the Same Roof,2019,2,2019-02-01,Awards Season,,0,0,0,0
Aurora,2019,1,2019-01-25,Awards Season,,0,0,0,0
The Gasoline Thieves,2019,4,2019-04-25,Spring,,0,0,0,0
Wandering Stars,2019,6,2019-06-06,Summer Blockbuster,,0,0,0,0
Dafne,2019,3,2019-03-21,Spring,,0,0,0,0
The Longest Night,2019,3,2019-03-13,Spring,,0,0,0,0
Brené Brown: The Call to Courage,2019,4,2019-04-19,Spring,,0,0,0,0
The Final Problem,2019,12,2019-12-13,Holiday Season,,0,0,0,0
Cyber Bride,2019,10,2019-10-03,Awards Season,,0,0,0,0
Meteorites,2019,2,2019-02-15,Awards Season,,0,0,0,0
The Marquez-Castillo Siblings,2019,8,2019-08-16,Summer Blockbuster,,0,0,0,0
Vanilla,2019,3,2019-03-15,Spring,,0,0,0,0
Half a Century of Poetry Later,2019,11,2019-11-30,Holiday Season,,0,0,0,0
After She Wakes,2019,12,2019-12-13,Holiday Season,,0,0,0,0
In My Blood It Runs,2019,6,2019-06-09,Summer Blockbuster,,0,0,0,0
The Mummy: Rebirth,2019,9,2019-09-04,Awards Season,,0,0,0,0
L'eroe,2019,3,2019-03-21,Spring,,0,0,0,0
Curse of the Blind Dead,2019,10,2019-10-31,Awards Season,,0,0,0,0
The Queen of the Lizards,2019,10,2019-10-05,Awards Season,,0,0,0,0
Harter Brocken: Der Geheimcode,2019,12,2019-12-19,Holiday Season,,0,0,0,0
Rebooted,2019,10,2019-10-27,Awards Season,,0,0,0,0
Single Street,2019,5,2019-05-09,Spring,,0,0,0,0
Guadalupe-Kings,2019,11,2019-11-29,Holiday Season,,0,0,0,0
League of Legends: Origins,2019,10,2019-10-16,Awards Season,,0,0,0,0
Wind,2019,12,2019-12-13,Holiday Season,,0,0,0,0
"Socorro, Virei uma Garota!",2019,6,2019-06-06,Summer Blockbuster,,0,0,0,0
Chitralahari,2019,4,2019-04-13,Spring,,0,0,0,0
Adopt a Daddy,2019,3,2019-03-06,Spring,,0,0,0,0
Immenhof - The Adventure of a Summer,2019,1,2019-01-17,Awards Season,,0,0,0,0
Haunting Inside,2019,6,2019-06-21,Summer Blockbuster,,0,0,0,0
About That Life,2019,6,2019-06-13,Summer Blockbuster,,0,0,0,0
The Laplace's Demon,2019,2,2019-02-22,Awards Season,,0,0,0,0
Bloody Chainsaw Girl Returns: Giko Awakens,2019,2,2019-02-22,Awards Season,,0,0,0,0
"Gabriel ""Fluffy"" Iglesias: One Show Fits All",2019,1,2019-01-20,Awards Season,,0,0,0,0
Valan: Valley of Angels,2019,11,2019-11-21,Holiday Season,,0,0,0,0
Waiting for the Carnival,2019,2,2019-02-17,Awards Season,,0,0,0,0
The Japon,2019,6,2019-06-28,Summer Blockbuster,,0,0,0,0
Effetto domino,2019,9,2019-09-03,Awards Season,,0,0,0,0
Late Afternoon,2019,2,2019-02-08,Awards Season,,0,0,0,0
Aamis,2019,10,2019-10-20,Awards Season,,0,0,0,0
90 ML,2019,3,2019-03-01,Spring,,0,0,0,0
Quiet Comes the Dawn,2019,1,2019-01-31,Awards Season,,0,0,0,0
It's in the Bank,2019,8,2019-08-15,Summer Blockbuster,,0,0,0,0
Guests,2019,3,2019-03-07,Spring,,0,0,0,0
Germany. A Winter's Tale,2019,3,2019-03-21,Spring,,0,0,0,0
DolceRoma,2019,4,2019-04-04,Spring,,0,0,0,0
Red Dog,2019,3,2019-03-09,Spring,,0,0,0,0
Poor Georges,2019,7,2019-07-03,Summer Blockbuster,,0,0,0,0
The Evil Inside Her,2019,5,2019-05-24,Spring,,0,0,0,0
An Almost Perfect Scam,2019,12,2019-12-25,Holiday Season,,0,0,0,0
Vengeance,2019,9,2019-09-13,Awards Season,,0,0,0,0
Les murs du souvenir,2019,5,2019-05-11,Spring,,0,0,0,0
Coureur,2019,3,2019-03-13,Spring,,0,0,0,0
My Dear Liar,2019,11,2019-11-08,Holiday Season,31177968.0,0,0,0,0
Missing 411: The Hunted,2019,6,2019-06-25,Summer Blockbuster,,0,0,0,0
Bar Giuseppe,2019,10,2019-10-18,Awards Season,,0,0,0,0
Enter the Anime,2019,8,2019-08-05,Summer Blockbuster,,0,0,0,0
"For Better, For Worse",2019,3,2019-03-15,Spring,,0,0,0,0
So What Is Love,2019,10,2019-10-17,Awards Season,,0,0,0,0
Roads,2019,5,2019-05-30,Spring,,0,0,0,0
One Child Nation,2019,3,2019-03-29,Spring,,0,0,0,0
The Dog Snatch,2019,9,2019-09-19,Awards Season,,0,0,0,0
Sarvam Thaala Mayam,2019,2,2019-02-01,Awards Season,,0,0,0,0
Beshoot,2019,8,2019-08-29,Summer Blockbuster,,0,0,0,0
Gumnaami,2019,10,2019-10-02,Awards Season,,0,0,0,0
Lost Girl,2019,10,2019-10-20,Awards Season,,0,0,0,0
Once Again,2019,11,2019-11-12,Holiday Season,,0,0,0,0
Fourteen,2019,8,2019-08-08,Summer Blockbuster,,0,0,0,0
Petromax,2019,10,2019-10-11,Awards Season,,0,0,0,0
Baby Jane,2019,3,2019-03-08,Spring,,0,0,0,0
Appena un minuto,2019,10,2019-10-03,Awards Season,,0,0,0,0
Storia di Nilde,2019,12,2019-12-05,Holiday Season,,0,0,0,0
Smuggling Hendrix,2019,4,2019-04-18,Spring,,0,0,0,0
Kiss of the Rabbit God,2019,6,2019-06-29,Summer Blockbuster,,0,0,0,0
Powder,2019,11,2019-11-08,Holiday Season,,0,0,0,0
Delirium,2019,8,2019-08-30,Summer Blockbuster,,0,0,0,0
Helen,2019,11,2019-11-15,Holiday Season,,0,0,0,0
The Bull,2019,8,2019-08-22,Summer Blockbuster,,0,0,0,0
Versus,2019,5,2019-05-08,Spring,,0,0,0,0
Alien: Specimen,2019,3,2019-03-30,Spring,,0,0,0,0
The Old Man Movie,2019,9,2019-09-27,Awards Season,,0,0,0,0
Marianne & Leonard: Words of Love,2019,7,2019-07-05,Summer Blockbuster,,0,0,0,0
Just a Thought,2019,6,2019-06-14,Summer Blockbuster,,0,0,0,0
Roll Red Roll,2019,3,2019-03-22,Spring,,0,0,0,0
Arsenio Hall: Smart and Classy,2019,10,2019-10-29,Awards Season,,0,0,0,0
Initials S.G.,2019,9,2019-09-19,Awards Season,,0,0,0,0
A Tale of Two Kitchens,2019,5,2019-05-22,Spring,,0,0,0,0
Camille,2019,10,2019-10-16,Awards Season,,0,0,0,0
Summer Survivors,2019,4,2019-04-19,Spring,,0,0,0,0
Axone,2019,10,2019-10-02,Awards Season,,0,0,0,0
"Rock, Paper and Scissors",2019,8,2019-08-22,Summer Blockbuster,,0,0,0,0
15 Things You Didn't Know About Bigfoot,2019,10,2019-10-25,Awards Season,,0,0,0,0
Joan of Arc,2019,9,2019-09-11,Awards Season,,0,0,0,0
iHuman,2019,11,2019-11-15,Holiday Season,,0,0,0,0
How I Taught Myself to Be a Child,2019,3,2019-03-01,Spring,,0,0,0,0
The Dunes,2019,11,2019-11-01,Holiday Season,,0,0,0,0
Hep Yek 3: You Shook Me,2019,2,2019-02-15,Awards Season,,0,0,0,0
To Kill The Dragon,2019,11,2019-11-15,Holiday Season,,0,0,0,0
Vivere,2019,9,2019-09-26,Awards Season,,0,0,0,0
Yowis Ben 2,2019,3,2019-03-14,Spring,,0,0,0,0
Mike Epps: Only One Mike,2019,6,2019-06-25,Summer Blockbuster,,0,0,0,0
The Wolf Pack,2019,4,2019-04-19,Spring,,0,0,0,0
Monster,2019,5,2019-05-17,Spring,,0,0,0,0
Last Dance,2019,10,2019-10-04,Awards Season,,0,0,0,0
Alien: Harvest,2019,3,2019-03-15,Spring,,0,0,0,0
Not A Minute To Lose,2019,12,2019-12-25,Holiday Season,,0,0,0,0
Talking About Trees,2019,12,2019-12-18,Holiday Season,,0,0,0,0
Annabellum - The Curse of Salem,2019,8,2019-08-12,Summer Blockbuster,,0,0,0,0
Space Dogs,2019,8,2019-08-09,Summer Blockbuster,,0,0,0,0
Une mort sans importance,2019,3,2019-03-27,Spring,,0,0,0,0
Selling Isobel,2019,10,2019-10-26,Awards Season,,0,0,0,0
Get Her... If You Can,2019,3,2019-03-19,Spring,,0,0,0,0
Song of Youth,2019,3,2019-03-22,Spring,49615508.0,0,0,0,0
Book of Monsters,2019,3,2019-03-19,Spring,,0,0,0,0
Noah Land,2019,9,2019-09-29,Awards Season,,0,0,0,0
Motichoor Chaknachoor,2019,11,2019-11-15,Holiday Season,,0,0,0,0
A Wake,2019,10,2019-10-02,Awards Season,,0,0,0,0
Possession Diaries,2019,6,2019-06-04,Summer Blockbuster,,0,0,0,0
Wipe Out,2019,7,2019-07-24,Summer Blockbuster,,0,0,0,0
Terrorist,2019,4,2019-04-04,Spring,,0,0,0,0
Erotic Tutoring 2,2019,6,2019-06-07,Summer Blockbuster,,0,0,0,0
Goliath,2019,2,2019-02-07,Awards Season,,0,0,0,0
Beyond The Mountain,2019,3,2019-03-10,Spring,,0,0,0,0
Good Gals,2019,10,2019-10-10,Awards Season,,0,0,0,0
Fritzi: A Revolutionary Tale,2019,10,2019-10-09,Awards Season,,0,0,0,0
You've Got Murder,2019,10,2019-10-25,Awards Season,,0,0,0,0
Balloon,2019,9,2019-09-08,Awards Season,,0,0,0,0
Blood Will Tell,2019,2,2019-02-28,Awards Season,,0,0,0,0
Soni,2019,1,2019-01-18,Awards Season,,0,0,0,0
Magamuni,2019,9,2019-09-06,Awards Season,,0,0,0,0
A Dog Called Money,2019,11,2019-11-08,Holiday Season,,0,0,0,0
Dachra,2019,1,2019-01-23,Awards Season,,0,0,0,0
Take Me Somewhere Nice,2019,5,2019-05-23,Spring,,0,0,0,0
Feo pero Sabroso,2019,5,2019-05-30,Spring,,0,0,0,0
The Glorious Seven,2019,3,2019-03-12,Spring,,0,0,0,0
"I, Pastafari: A Flying Spaghetti Monster Story",2019,10,2019-10-05,Awards Season,,0,0,0,0
The Golden Anniversary,2019,9,2019-09-13,Awards Season,,0,0,0,0
King of Hearts,2019,9,2019-09-13,Awards Season,,0,0,0,0
Return to Earth,2019,7,2019-07-16,Summer Blockbuster,,0,0,0,0
They're Inside,2019,7,2019-07-16,Summer Blockbuster,,0,0,0,0
The Blackwell Ghost 3,2019,4,2019-04-05,Spring,,0,0,0,0
Losing It,2019,4,2019-04-24,Spring,,0,0,0,0
Ivan Tsarevich & the Grey Wolf 4,2019,12,2019-12-26,Holiday Season,,0,0,0,0
South Terminal,2019,11,2019-11-20,Holiday Season,,0,0,0,0
La Maladroite,2019,11,2019-11-19,Holiday Season,,0,0,0,0
My Out-Laws,2019,6,2019-06-19,Summer Blockbuster,,0,0,0,0
Antoine Griezmann: The Making of a Legend,2019,3,2019-03-21,Spring,,0,0,0,0
Benjamin Falck & the Ghost Dagger,2019,11,2019-11-11,Holiday Season,,0,0,0,0
Alone With Her Dreams,2019,7,2019-07-08,Summer Blockbuster,,0,0,0,0
Ghosts of Sugar Land,2019,1,2019-01-26,Awards Season,,0,0,0,0
Homeward,2019,11,2019-11-07,Holiday Season,,0,0,0,0
"Mishmash, or Egg Nogg 3",2019,1,2019-01-25,Awards Season,,0,0,0,0
My Brother’s Name Is Robert and He Is an Idiot,2019,3,2019-03-27,Spring,,0,0,0,0
Fabulous,2019,8,2019-08-23,Summer Blockbuster,,0,0,0,0
In the Quarry,2019,3,2019-03-07,Spring,,0,0,0,0
Thrissur Pooram,2019,12,2019-12-20,Holiday Season,,0,0,0,0
Man Camp,2019,10,2019-10-18,Awards Season,,0,0,0,0
Frida. Viva la Vida,2019,11,2019-11-25,Holiday Season,,0,0,0,0
5 Years Apart,2019,9,2019-09-14,Awards Season,,0,0,0,0
Almost Human,2019,3,2019-03-21,Spring,,0,0,0,0
Theresa & Allison,2019,1,2019-01-26,Awards Season,,0,0,0,0
Echo,2019,12,2019-12-12,Holiday Season,,0,0,0,0
#FollowMe,2019,6,2019-06-04,Summer Blockbuster,,0,0,0,0
1800 Grams,2019,11,2019-11-15,Holiday Season,,0,0,0,0
Destiny,2019,2,2019-02-15,Awards Season,,0,0,0,0
Skin Walker,2019,11,2019-11-11,Holiday Season,,0,0,0,0
Lost and Found,2019,8,2019-08-14,Summer Blockbuster,,0,0,0,0
Modern Loves,2019,10,2019-10-11,Awards Season,,0,0,0,0
Cleo,2019,11,2019-11-27,Holiday Season,,0,0,0,0
"I, Leonardo",2019,10,2019-10-02,Awards Season,,0,0,0,0
Oleg,2019,10,2019-10-04,Awards Season,,0,0,0,0
Manoharam,2019,9,2019-09-27,Awards Season,,0,0,0,0
Assassinaut,2019,7,2019-07-30,Summer Blockbuster,,0,0,0,0
"Vous êtes jeunes, vous êtes beaux",2019,10,2019-10-02,Awards Season,,0,0,0,0
A Thief's Daughter,2019,11,2019-11-29,Holiday Season,,0,0,0,0
Walter,2019,3,2019-03-20,Spring,,0,0,0,0
Man Up!,2019,11,2019-11-14,Holiday Season,,0,0,0,0
Aspromonte: Land of The Forgotten,2019,11,2019-11-21,Holiday Season,,0,0,0,0
Breakthrough,2019,10,2019-10-17,Awards Season,50444358.0,1,0,0,1
Grub,2019,8,2019-08-26,Summer Blockbuster,,0,0,0,0
C'è tempo,2019,3,2019-03-07,Spring,,0,0,0,0
When the Moon Was Full,2019,6,2019-06-05,Summer Blockbuster,,0,0,0,0
Comets,2019,9,2019-09-07,Awards Season,,0,0,0,0
The Unexpected Child,2019,2,2019-02-06,Awards Season,,0,0,0,0
Sillu Karuppatti,2019,12,2019-12-26,Holiday Season,,0,0,0,0
Allu Ramendran,2019,2,2019-02-01,Awards Season,,0,0,0,0
The Great Darkened Days,2019,1,2019-01-25,Awards Season,,0,0,0,0
Comrade Drakulich,2019,10,2019-10-31,Awards Season,,0,0,0,0
El taxista caliente 3,2019,1,2019-01-01,Awards Season,,0,0,0,0
Red Letter Day,2019,3,2019-03-01,Spring,,0,0,0,0
Całe szczęście,2019,3,2019-03-08,Spring,,0,0,0,0
Savage,2019,1,2019-01-23,Awards Season,,0,0,0,0
Ishq,2019,5,2019-05-17,Spring,,0,0,0,0
Seven Dinners,2019,2,2019-02-14,Awards Season,,0,0,0,0
The Master Butcher,2019,12,2019-12-27,Holiday Season,,0,0,0,0
Daniel Sloss: X,2019,11,2019-11-02,Holiday Season,,0,0,0,0
Alone at Sea,2019,2,2019-02-13,Awards Season,,0,0,0,0
Ella Fitzgerald: Just One of Those Things,2019,2,2019-02-12,Awards Season,,0,0,0,0
Exchange Student,2019,6,2019-06-14,Summer Blockbuster,,0,0,0,0
Minha Fama de Mau,2019,2,2019-02-14,Awards Season,,0,0,0,0
Lillith,2019,9,2019-09-13,Awards Season,,0,0,0,0
It's Still Your Bed,2019,6,2019-06-13,Summer Blockbuster,,0,0,0,0
Chorar de Rir,2019,3,2019-03-21,Spring,,0,0,0,0
Seven Years in May,2019,4,2019-04-09,Spring,,0,0,0,0
In the Shadow of the Towers: Stuyvesant High on 9/11,2019,9,2019-09-11,Awards Season,,0,0,0,0
Just the Three of Us,2019,3,2019-03-20,Spring,,0,0,0,0
Vinci Da,2019,4,2019-04-12,Spring,,0,0,0,0
Vita segreta di Maria Capasso,2019,7,2019-07-18,Summer Blockbuster,,0,0,0,0
Push,2019,6,2019-06-06,Summer Blockbuster,,0,0,0,0
Qualified,2019,3,2019-03-10,Spring,,0,0,0,0
Main Zaroor Aaunga,2019,9,2019-09-27,Awards Season,,0,0,0,0
Fuccbois,2019,8,2019-08-02,Summer Blockbuster,,0,0,0,0
The Days to Come,2019,6,2019-06-28,Summer Blockbuster,,0,0,0,0
Greyhound Attack,2019,3,2019-03-28,Spring,,0,0,0,0
Mr. Leather,2019,9,2019-09-16,Awards Season,,0,0,0,0
Tout contre elle,2019,4,2019-04-12,Spring,,0,0,0,0
Driven,2019,2,2019-02-09,Awards Season,,0,0,0,0
A1,2019,7,2019-07-26,Summer Blockbuster,,0,0,0,0
Din Don: Il Ritorno,2019,12,2019-12-29,Holiday Season,,0,0,0,0
Love Under House Arrest,2019,4,2019-04-30,Spring,,0,0,0,0
Promise of Pisa,2019,10,2019-10-10,Awards Season,,0,0,0,0
Likemeback,2019,3,2019-03-28,Spring,,0,0,0,0
"I Was, I Am, I Will Be",2019,8,2019-08-01,Summer Blockbuster,,0,0,0,0
Black Circle,2019,8,2019-08-23,Summer Blockbuster,,0,0,0,0
Un homme parfait,2019,3,2019-03-15,Spring,,0,0,0,0
Simon Amstell: Set Free,2019,8,2019-08-20,Summer Blockbuster,,0,0,0,0
Befriending the Grouch,2019,5,2019-05-09,Spring,,0,0,0,0
The Frenchman,2019,10,2019-10-31,Awards Season,,0,0,0,0
"Jamais sans toi, Louna",2019,9,2019-09-09,Awards Season,,0,0,0,0
Owners,2019,11,2019-11-21,Holiday Season,,0,0,0,0
Politics,2019,9,2019-09-06,Awards Season,,0,0,0,0
Walk Run Cha-Cha,2019,4,2019-04-25,Spring,,1,0,0,1
¡Qué buena está mi ahijada! 2,2019,1,2019-01-01,Awards Season,,0,0,0,0
Blank,2019,5,2019-05-03,Spring,,0,0,0,0
Necromancer 2020,2019,11,2019-11-14,Holiday Season,,0,0,0,0
Jack & Daniel,2019,11,2019-11-15,Holiday Season,,0,0,0,0
37 Teen,2019,8,2019-08-30,Summer Blockbuster,,0,0,0,0
Django: En el nombre del hijo,2019,11,2019-11-28,Holiday Season,,0,0,0,0
The Miracle of the Sargasso Sea,2019,9,2019-09-12,Awards Season,,0,0,0,0
School of the Damned,2019,11,2019-11-01,Holiday Season,,0,0,0,0
Memorable,2019,6,2019-06-11,Summer Blockbuster,,1,0,0,1
Unknown Visitor,2019,10,2019-10-15,Awards Season,,0,0,0,0
